pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,1,1,1,Microlensing,2020,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A.105H/abstract target=ref>Han et al. 2020</a>,,,,,0.62,0.09,-0.09,0,,,,,,,,,60,89,-32,0,0.19,0.28,-0.1,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A.105H/abstract target=ref>Han et al. 2020</a>,,,,,,,,,,0.087,0.132,-0.047,0,,,,,,,,,,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A.105H/abstract target=ref>Han et al. 2020</a>,17h51m29.88s,267.8745,-30d38m47.00s,-30.6463889,7300,1100,-1100,,,,,,,,,,10/8/20,2020-09,10/8/20
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,1,1,1,Microlensing,2023,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>,,,,,1.07,0.17,-0.19,0,,,,,,,,,9217.023803,12395.30787,-6038.739733,0,29,39,-19,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>,,,,,,,,,,0.29,0.38,-0.18,0,,,,,,,,,,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>,17h55m51.92s,268.9663333,-28d30m48.10s,-28.5133611,6890,1060,-1240,,,,,,,,,,1/22/24,2023-07,1/22/24
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,1,1,1,Microlensing,2021,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..90H/abstract target=ref>Han et al. 2021</a>,,,,,1.305,0.194,-0.227,0,,,,,,,,,6.059,8.21,-3.321,0,0.01906375,0.02583155,-0.01044903,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..90H/abstract target=ref>Han et al. 2021</a>,,,,,,,,,,0.219,0.297,-0.12,0,,,,,,,,,,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..90H/abstract target=ref>Han et al. 2021</a>,17h59m27.94s,269.8664167,-27d52m41.02s,-27.8780611,6705,994,-1166,,,,,,,,,,8/30/21,2021-05,8/30/21
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,1,1,1,Microlensing,2020,KMTNet,Published Confirmed,0,<a refstr=RYU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...58R/abstract target=ref>Ryu et al. 2020</a>,,,,,6.03,0.71,-0.62,0,,,,,,,,,1400,290,-210,0,4.42,0.9,-0.67,0,Mass,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...58R/abstract target=ref>Ryu et al. 2020</a>,,,,,,,,,,1.09,0.22,-0.17,0,,,,,,,,,,<a refstr=RYU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...58R/abstract target=ref>Ryu et al. 2020</a>,17h33m42.62s,263.427583,-33d31m14.41s,-33.5206694,3460,510,-430,,,,,,,,,,6/24/20,2020-02,6/24/20
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,1,1,1,Microlensing,2021,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...652A.145H/abstract target=ref>Han et al. 2021</a>,,,,,1.449,0.209,-0.229,0,,,,,,,,,77.86795971,107.74383,-42.90683494,0,0.245,0.339,-0.135,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...652A.145H/abstract target=ref>Han et al. 2021</a>,,,,,,,,,,0.193,0.268,-0.107,0,,,,,,,,,,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...652A.145H/abstract target=ref>Han et al. 2021</a>,18h17m08.01s,274.283375,-26d21m34.70s,-26.3596389,6483,936,-1026,,,,,,,,,,10/11/21,2021-08,10/11/21
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,1,1,1,Microlensing,2021,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A..89H/abstract target=ref>Han et al. 2021</a>,,,,,3.54,1.25,-1.43,0,,,,,,,,,705.5790635,425.8900654,-384.5723725,0,2.22,1.34,-1.21,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A..89H/abstract target=ref>Han et al. 2021</a>,,,,,,,,,,0.65,0.41,-0.37,0,,,,,,,,,,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A..89H/abstract target=ref>Han et al. 2021</a>,17h45m25.12s,266.3546667,-35d42m01.19s,-35.7003306,5840,2060,-2360,,,,,,,,,,8/3/21,2021-06,8/3/21
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,1,1,1,Microlensing,2022,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A..62H/abstract target=ref>Han et al. 2022</a>,,,,,3.09,1.33,-1.05,0,,,,,,,,,5.56,3.84,-2.84,0,0.01749372,0.01208199,-0.00893564,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A..62H/abstract target=ref>Han et al. 2022</a>,,,,,,,,,,0.47,0.33,-0.24,0,,,,,,,,,,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A..62H/abstract target=ref>Han et al. 2022</a>,17h41m07.81s,265.2825417,-35d35m40.92s,-35.5947,4150,1790,-1420,,,,,,,,,,3/9/22,2022-02,3/9/22
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,1,1,1,Microlensing,2019,KMTNet,Published Confirmed,0,<a refstr=RYU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>,,,,,0.763,0.219,-0.145,0,,,,,,,,,111,42,-28,0,0.348,0.132,-0.087,0,Mass,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>,M,,,,,,,,,0.094,0.036,-0.024,0,,,,,,,,,,<a refstr=RYU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>,17h53m44.49s,268.435375,-22d09m09.14s,-22.1525389,967,308,-212,,,,,,,,,,12/5/19,2019-10,11/7/19
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,1,1,1,Microlensing,2021,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A..89H/abstract target=ref>Han et al. 2021</a>,,,,,4.27,1.11,-1.62,0,,,,,,,,,346.4329636,203.4101805,-190.6970442,0,1.09,0.64,-0.6,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A..89H/abstract target=ref>Han et al. 2021</a>,,,,,,,,,,0.69,0.4,-0.38,0,,,,,,,,,,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A..89H/abstract target=ref>Han et al. 2021</a>,17h54m42.84s,268.6785,-22d49m13.48s,-22.8204111,5910,1540,-2240,,,,,,,,,,8/3/21,2021-06,8/3/21
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,1,1,1,Microlensing,2022,KMTNet,Published Confirmed,0,<a refstr=JUNG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..262J/abstract target=ref>Jung et al. 2022</a>,,,,,3.81,2.96,-2.32,0,,,,,,,,,365.5026681,232.0147371,-200.2318964,0,1.15,0.73,-0.63,0,Mass,,,,,,,,,,,,,0,<a refstr=JUNG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..262J/abstract target=ref>Jung et al. 2022</a>,,,,,,,,,,0.66,0.42,-0.36,0,,,,,,,,,,<a refstr=JUNG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..262J/abstract target=ref>Jung et al. 2022</a>,17h49m35.29s,267.3970417,-21d58m34.32s,-21.9762,4310,1970,-1840,,,,,,,,,,4/10/23,2022-12,4/10/23
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,1,1,1,Microlensing,2022,KMTNet,Published Confirmed,0,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,,,,,3.1,0.8,-0.9,0,,,,,,,,,9.2,5,-4.1,0,0.02894644,0.01573176,-0.01290004,0,Mass,,,,,,,,,,,,,0,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,,,,,,,,,,0.7,0.34,-0.31,0,,,,,,,,,,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,17h51m31.82s,267.8825833,-29d33m55.7s,-29.5654722,4900,1900,-1600,,,,,,,,,,2/17/23,2022-02,2/17/23
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,1,1,1,Microlensing,2023,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>,,,,,0.96,0.24,-0.21,0,,,,,,,,,6038.739733,2542.627256,-2224.798849,0,19,8,-7,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>,,,,,,,,,,0.21,0.09,-0.07,0,,,,,,,,,,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>,18h00m15.19s,270.0632917,-28d57m55.01s,-28.9652806,3090,760,-680,,,,,,,,,,1/22/24,2023-07,1/22/24
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,1,1,1,Microlensing,2023,KMTNet,Published Confirmed,0,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>,,,,,5.67,2.7,-2.7,0,,,,,,,,,575.2694167,305.1152707,-305.1152707,0,1.81,0.96,-0.96,0,Mass,,,,,,,,,,,,,0,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>,,,,,,,,,,0.7,0.37,-0.37,0,,,,,,,,,,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>,17h39m30.72s,264.878,-27d38m17.30s,-27.6381389,6710,1390,-1390,,,,,,,,,,5/26/23,2023-06,5/26/23
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L,1,1,1,Microlensing,2023,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>,,,,,1.64,0.21,-0.26,0,,,,,,,,,6674.396547,7310.053361,-4131.769291,0,21,23,-13,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>,,,,,,,,,,0.32,0.35,-0.19,0,,,,,,,,,,<a refstr=HAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..71H/abstract target=ref>Han et al. 2023</a>,17h31m21.63s,262.840125,-29d35m26.48s,-29.5906889,7710,990,-1220,,,,,,,,,,1/22/24,2023-07,1/22/24
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,1,1,1,Microlensing,2021,KMTNet,Published Confirmed,0,<a refstr=KIM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...17K/abstract target=ref>Kim et al. 2021</a>,,,,,0.79,0.14,-0.16,0,,,,,,,,,2447.278734,3604.174135,-1239.530787,0,7.7,11.34,-3.9,0,Mass,,,,,,,,,,,,,0,<a refstr=KIM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...17K/abstract target=ref>Kim et al. 2021</a>,,,,,,,,,,0.09,0.14,-0.05,0,,,,,,,,,,<a refstr=KIM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...17K/abstract target=ref>Kim et al. 2021</a>,17h53m32.14s,268.3839167,-31d33m18.08s,-31.5550222,7010,1050,-1210,,,,,,,,,,8/9/21,2021-07,8/9/21
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,1,1,1,Microlensing,2022,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.132H/abstract target=ref>Han et al. 2022</a>,,,,,1.16,0.47,-0.51,0,,,,,,,,,1452.47582,1188.678242,-654.7265184,0,4.57,3.74,-2.06,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.132H/abstract target=ref>Han et al. 2022</a>,,,,,,,,,,0.74,0.43,-0.38,0,,,,,,,,,,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.132H/abstract target=ref>Han et al. 2022</a>,17h55m24.70s,268.8529167,-21d53m43.94s,-21.8955389,4410,1790,-1930,,,,,,,,,,12/17/22,2022-10,12/17/22
KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L,1,1,1,Microlensing,2025,KMTNet,Published Confirmed,0,<a refstr=YANG_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..295Y/abstract target=ref>Yang et al. 2025</a>,,,,,2,0.3,-0.3,0,,,,,,,,,381.3940884,381.3940884,-190.6970442,0,1.2,1.2,-0.6,0,Mass,,,,,,,,,,,,,0,<a refstr=YANG_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..295Y/abstract target=ref>Yang et al. 2025</a>,,,,,,,,,,0.28,0.28,-0.14,0,,,,,,,,,,<a refstr=YANG_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..295Y/abstract target=ref>Yang et al. 2025</a>,17h57m56.32s,269.4846667,-27d47m41.50s,-27.7948611,7300,700,-800,,,,,,,,,,4/7/25,2025-06,4/7/25
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,1,1,1,Microlensing,2020,KMTNet,Published Confirmed,0,<a refstr=JUNG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..255J/abstract target=ref>Jung et al. 2020</a>,,,,,3.31,1.38,-1.47,0,,,,,,,,,10.28,5.84,-5.28,0,0.03234,0.0184,-0.0166,0,Mass,,,,,,,,,,,,,0,<a refstr=JUNG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..255J/abstract target=ref>Jung et al. 2020</a>,,,,,,,,,,0.76,0.42,-0.39,0,,,,,,,,,,<a refstr=JUNG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..255J/abstract target=ref>Jung et al. 2020</a>,17h53m50.03s,268.458458,-29d52m38.78s,-29.8774389,3320,1220,-1390,,,,,,,,,,10/8/20,2020-12,10/8/20
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,1,1,1,Microlensing,2022,KMTNet,Published Confirmed,0,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,,,,,1.1,0.5,-0.4,0,,,,,,,,,15.5,19,-9.7,0,0.04876845,0.05978069,-0.03051961,0,Mass,,,,,,,,,,,,,0,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,,,,,,,,,,0.28,0.32,-0.17,0,,,,,,,,,,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,17h57m21.26s,269.3385833,-28d40m28.7s,-28.6746389,7200,700,-1400,,,,,,,,,,2/17/23,2022-02,2/17/23
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,1,1,1,Microlensing,2022,KMTNet,Published Confirmed,0,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.515..928Z/abstract target=ref>Zang et al. 2022</a>,,,,,1.7,0.5,-0.5,0,,,,,,,,,60.38739733,66.74396547,-34.96112477,0,0.19,0.21,-0.11,0,Mass,,,,,,,,,,,,,0,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.515..928Z/abstract target=ref>Zang et al. 2022</a>,,,,,,,,,,0.3,0.34,-0.18,0,,,,,,,,,,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.515..928Z/abstract target=ref>Zang et al. 2022</a>,18h02m10.57s,270.5440417,-27d34m50.41s,-27.5806694,6600,800,-1700,,,,,,,,,,2/17/23,2022-09,2/17/23
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,1,1,1,Microlensing,2023,KMTNet,Published Confirmed,0,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>,,,,,2.44,1.12,-1.12,0,,,,,,,,,29.87587026,15.89142035,-15.89142035,0,0.094,0.05,-0.05,0,Mass,,,,,,,,,,,,,0,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>,,,,,,,,,,0.39,0.21,-0.21,0,,,,,,,,,,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>,17h53m55.35s,268.480625,-35d08m11.90s,-35.1366389,2740,1020,-1020,,,,,,,,,,5/26/23,2023-06,5/26/23
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,1,1,1,Microlensing,2020,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...64H/abstract target=ref>Han et al. 2020</a>,,,,,2.15,2.59,-1.58,0,,,,,,,,,397,331,-230,0,1.25,1.04,-0.73,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...64H/abstract target=ref>Han et al. 2020</a>,,,,,,,,,,0.48,0.4,-0.28,0,,,,,,,,,,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...64H/abstract target=ref>Han et al. 2020</a>,17h42m58.42s,265.743417,-25d34m26.1s,-25.5739167,6120,1260,-1600,,,,,,,,,,9/8/20,2020-08,9/3/20
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,1,1,1,Microlensing,2023,KMTNet,Published Confirmed,0,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,,,,,1.7,0.5,-0.56,0,,,,,,,,,4.08,2.58,-2.08,0,0.01283712,0.00811759,-0.00654441,0,Mass,,,,,,,,,,,,,0,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,,,,,,,,,,0.25,0.16,-0.13,0,,,,,,,,,,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,18h09m53.12s,272.4713333,-29d45m43.96s,-29.7622111,4670,2450,-2100,,,,,,,,,,2/17/23,2023-03,2/17/23
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,1,1,1,Microlensing,2022,KMTNet,Published Confirmed,0,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.515..928Z/abstract target=ref>Zang et al. 2022</a>,,,,,2.6,0.6,-0.8,0,,,,,,,,,1287.205048,549.8431441,-587.982553,0,4.05,1.73,-1.85,0,Mass,,,,,,,,,,,,,0,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.515..928Z/abstract target=ref>Zang et al. 2022</a>,,,,,,,,,,0.79,0.33,-0.36,0,,,,,,,,,,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.515..928Z/abstract target=ref>Zang et al. 2022</a>,17h58m22.99s,269.5957917,-27d34m00.98s,-27.5669389,4600,1700,-1400,,,,,,,,,,2/17/23,2022-09,2/17/23
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,1,1,1,Microlensing,2021,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..270H/abstract target=ref>Han et al. 2021</a>,,,,,3.32,0.82,-0.92,0,,,,,,,,,813.6407219,359.1460999,-368.6809521,0,2.56,1.13,-1.16,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..270H/abstract target=ref>Han et al. 2021</a>,,,,,,,,,,0.61,0.27,-0.28,0,,,,,,,,,,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..270H/abstract target=ref>Han et al. 2021</a>,18h01m29.21s,270.3717083,-28d46m37.7s,-28.7771389,3860,1000,-1120,,,,,,,,,,8/30/21,2021-06,8/30/21
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,1,1,1,Microlensing,2023,KMTNet,Published Confirmed,0,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,,,,,3.02,0.7,-0.73,0,,,,,,,,,4.67,1.56,-1.6,0,0.01469346,0.00490831,-0.00503416,0,Mass,,,,,,,,,,,,,0,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,,,,,,,,,,0.74,0.25,-0.25,0,,,,,,,,,,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,18h02m09.01s,270.5375417,-29d24m53.60s,-29.4148889,6640,720,-2010,,,,,,,,,,2/17/23,2023-03,2/17/23
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,1,1,1,Microlensing,2020,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...17H/abstract target=ref>Han et al. 2020</a>,,,,,,,,0,,,,,,,,,200,240,-110,0,0.64,0.76,-0.35,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...17H/abstract target=ref>Han et al. 2020</a>,,,,,,,,,,0.31,0.37,-0.17,0,,,,,,,,,,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...17H/abstract target=ref>Han et al. 2020</a>,17h56m27.90s,269.11625,-28d12m04.00s,-28.2011111,7040,1100,-1330,,,,,,,,,,9/8/20,2020-07,9/3/20
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,1,1,1,Microlensing,2023,KMTNet,Published Confirmed,0,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>,,,,,1.85,0.93,-0.93,0,,,,,,,,,368.6809521,244.7278734,-244.7278734,0,1.16,0.77,-0.77,0,Mass,,,,,,,,,,,,,0,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>,,,,,,,,,,0.34,0.23,-0.23,0,,,,,,,,,,<a refstr=JUNG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..226J/abstract target=ref>Jung et al. 2023</a>,17h57m10.06s,269.2919167,-33d47m18.67s,-33.7885194,5910,1670,-1670,,,,,,,,,,5/26/23,2023-06,5/26/23
